TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSinceLastTransaction,Target
605.42,Debit,Mesa,ATM,21.0,Student,33.0,1.0,392.34,-510.0,5
,Debit,Austin,ATM,60.0,Engineer,40.0,1.0,9877.17,-672.0,2
29.19,Credit,Nashville,Branch,58.0,Doctor,41.0,1.0,12059.85,-649.0,1
701.7,Credit,Seattle,Online,61.0,Retired,64.0,1.0,6643.24,-493.0,6
862.34,Debit,Kansas City,Branch,57.0,Doctor,72.0,1.0,9903.48,-529.0,6
410.97,Debit,Los Angeles,,22.0,Student,45.0,1.0,151.42,-406.0,5
36.97,Debit,Virginia Beach,Branch,41.0,Engineer,79.0,1.0,2850.92,-439.0,7
137.59,Debit,Nashville,ATM,30.0,Doctor,95.0,1.0,10679.67,-671.0,2
168.11,Credit,New York,Online,51.0,Doctor,12.0,1.0,10652.13,-535.0,1
430.98,Debit,Baltimore,Branch,24.0,Student,93.0,1.0,569.25,-391.0,5
13.87,Debit,Phoenix,Branch,24.0,Student,20.0,1.0,954.83,-329.0,5
642.68,Debit,Jacksonville,ATM,76.0,Retired,66.0,,1831.2,-529.0,3
175.07,Debit,Las Vegas,Online,28.0,Engineer,169.0,2.0,9274.64,-347.0,7
302.82,Debit,Jacksonville,ATM,36.0,Engineer,175.0,1.0,9384.54,-367.0,7
1647.74,Debit,,ATM,67.0,Retired,52.0,1.0,1483.84,-315.0,6
406.81,Debit,New York,Online,66.0,Retired,84.0,1.0,1968.36,-335.0,7
256.3,Debit,New York,Online,53.0,Retired,172.0,1.0,4203.05,-579.0,3
80.96,Credit,Jacksonville,Online,19.0,Student,97.0,1.0,959.94,-404.0,5
95.78,Debit,Atlanta,Online,22.0,Student,27.0,1.0,271.64,-592.0,5
379.54,Credit,Indianapolis,Branch,41.0,Doctor,118.0,1.0,12571.76,-671.0,1
903.19,Debit,El Paso,Online,22.0,Student,65.0,1.0,8627.08,-487.0,6
142.19,Debit,Houston,Branch,18.0,Student,27.0,4.0,524.46,-508.0,4
847.45,Debit,Jacksonville,Branch,28.0,Student,175.0,1.0,422.32,-504.0,6
295.18,Credit,Dallas,Branch,66.0,Doctor,31.0,1.0,12961.53,-545.0,1
18.46,Debit,Charlotte,Branch,68.0,Retired,213.0,1.0,6381.6,-350.0,7
603.23,Debit,Detroit,Branch,28.0,Student,48.0,1.0,117.98,-438.0,5
54.5,Credit,Philadelphia,Branch,57.0,Retired,147.0,1.0,1715.22,-348.0,7
414.77,Debit,San Francisco,Online,29.0,Doctor,274.0,1.0,5599.81,-308.0,0
886.19,Debit,Colorado Springs,Branch,61.0,Retired,69.0,1.0,7904.24,-441.0,6
440.03,Debit,San Jose,Online,49.0,Engineer,88.0,1.0,1490.44,-341.0,7
,Debit,Nashville,ATM,56.0,Retired,285.0,1.0,1532.72,-592.0,0
76.39,Debit,Denver,Branch,18.0,Student,219.0,1.0,5976.0,-661.0,0
595.91,Credit,San Antonio,ATM,19.0,Student,162.0,1.0,1673.76,-452.0,5
6.03,Debit,Chicago,Branch,76.0,Retired,70.0,1.0,3290.72,-453.0,3
249.34,Debit,Charlotte,ATM,26.0,Engineer,197.0,1.0,3030.97,-447.0,0
421.52,Debit,San Jose,Branch,20.0,Student,67.0,1.0,369.86,-447.0,5
189.77,Debit,Raleigh,Branch,58.0,Engineer,24.0,1.0,6570.36,-616.0,2
73.19,Debit,Atlanta,Branch,76.0,Retired,213.0,1.0,2264.98,-383.0,3
188.13,Credit,Jacksonville,Online,75.0,Retired,198.0,1.0,5029.87,-521.0,3
30.52,Debit,Jacksonville,Branch,62.0,Doctor,122.0,1.0,12327.74,-535.0,1
1235.69,Credit,San Jose,Branch,20.0,Student,118.0,1.0,420.25,-530.0,6
1159.39,Debit,Oklahoma City,Online,41.0,Doctor,150.0,1.0,6499.53,-389.0,6
170.24,Debit,San Francisco,Branch,62.0,Retired,133.0,1.0,5172.99,-518.0,3
56.62,Debit,Austin,Branch,54.0,Doctor,121.0,1.0,8981.1,-616.0,1
53.14,Debit,Las Vegas,ATM,34.0,Doctor,70.0,1.0,7915.0,-563.0,2
587.23,Debit,Omaha,Online,27.0,Student,144.0,1.0,500.84,-462.0,5
,Debit,Phoenix,Branch,43.0,Doctor,75.0,1.0,13784.4,-668.0,1
21.27,Credit,Indianapolis,Online,62.0,Retired,114.0,1.0,7392.79,-469.0,3
1397.59,Credit,Austin,ATM,26.0,Student,144.0,1.0,1134.79,-357.0,6
76.02,Credit,Albuquerque,Online,34.0,Doctor,189.0,1.0,14765.41,-481.0,1
170.19,Credit,Los Angeles,Branch,27.0,Student,156.0,5.0,,-486.0,4
155.51,Debit,Raleigh,ATM,68.0,Doctor,15.0,1.0,5360.19,-441.0,7
135.15,Debit,Colorado Springs,Online,72.0,Retired,50.0,1.0,5878.14,-595.0,3
39.48,Debit,Omaha,ATM,56.0,Retired,38.0,1.0,5889.51,-528.0,3
451.68,Debit,Houston,Online,33.0,Engineer,15.0,1.0,4381.54,-566.0,2
19.11,Credit,Colorado Springs,Online,,Engineer,160.0,1.0,8478.46,-413.0,7
355.0,Credit,Fort Worth,Online,26.0,Student,33.0,1.0,185.47,-433.0,5
427.69,Debit,Raleigh,ATM,43.0,Engineer,236.0,1.0,2443.54,-587.0,0
254.86,Debit,Boston,Branch,23.0,Student,102.0,1.0,699.9,-648.0,5
19.48,Debit,Dallas,ATM,27.0,Engineer,114.0,1.0,4739.59,,2
190.17,Debit,Baltimore,ATM,49.0,Doctor,265.0,1.0,12893.85,-514.0,1
91.38,Debit,Jacksonville,ATM,,Retired,179.0,1.0,2402.58,-581.0,3
206.63,Credit,Oklahoma City,Online,59.0,Retired,128.0,1.0,7626.53,-333.0,7
93.22,Debit,Charlotte,Online,52.0,Retired,52.0,1.0,1014.63,-577.0,3
547.98,Debit,Oklahoma City,ATM,28.0,Student,171.0,1.0,1358.54,,5
641.06,Debit,Colorado Springs,ATM,23.0,Student,25.0,1.0,1602.13,-329.0,5
314.55,Credit,Dallas,Branch,27.0,Student,19.0,2.0,1105.89,-559.0,5
836.45,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.89,-616.0,6
1095.09,Debit,San Francisco,ATM,29.0,Engineer,52.0,1.0,8692.47,-567.0,6
189.45,Credit,Boston,Branch,53.0,Doctor,62.0,1.0,12578.75,-594.0,1
91.84,Credit,Mesa,Branch,67.0,Retired,80.0,1.0,1712.41,-488.0,3
609.52,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,-465.0,3
859.3,Credit,Colorado Springs,Branch,78.0,Retired,68.0,1.0,1146.78,-461.0,6
100.01,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,-494.0,2
28.78,Credit,Tucson,Online,40.0,Doctor,51.0,1.0,680.55,-455.0,5
111.08,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,-539.0,3
470.96,Credit,Indianapolis,Online,69.0,Doctor,124.0,2.0,12991.03,-605.0,1
52.23,Credit,San Francisco,Branch,28.0,Student,96.0,1.0,105.01,-420.0,5
78.62,Debit,Oklahoma City,Branch,32.0,Doctor,52.0,1.0,1360.85,-462.0,5
47.79,Debit,Denver,Branch,25.0,Student,37.0,1.0,1649.92,-416.0,5
333.97,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,-593.0,2
30.87,Debit,Fresno,ATM,33.0,Doctor,295.0,1.0,14348.65,-481.0,1
710.43,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,-607.0,3
220.23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,-413.0,7
27.28,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,-315.0,1
101.52,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9,-453.0,7
162.65,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,-543.0,2
10.52,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,-474.0,3
270.72,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,-588.0,2
202.34,Debit,New York,Online,20.0,Student,134.0,1.0,,-664.0,5
247.58,Debit,San Antonio,ATM,39.0,Engineer,152.0,1.0,778.74,-525.0,2
686.17,Debit,Denver,ATM,61.0,Retired,,1.0,2246.15,-398.0,6
359.65,Credit,Jacksonville,Online,25.0,Student,289.0,1.0,219.53,-662.0,0
109.91,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,-553.0,1
215.72,Credit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,-390.0,7
490.76,Debit,Columbus,Online,66.0,Retired,156.0,1.0,6414.11,,3
224.28,Debit,Chicago,Online,64.0,Retired,68.0,1.0,5767.51,-628.0,3
614.03,Debit,Dallas,ATM,68.0,Retired,51.0,1.0,,-546.0,3
608.79,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,-367.0,7
186.55,Debit,Philadelphia,Branch,48.0,Engineer,288.0,1.0,,-502.0,0
840.16,Credit,Colorado Springs,Branch,20.0,Student,68.0,1.0,1236.76,-595.0,5
203.34,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,-320.0,1
90.88,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,-350.0,0
60.11,Credit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,-343.0,7
393.92,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,-538.0,3
19.39,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,-353.0,7
557.41,Credit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,-570.0,3
57.07,Credit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,-437.0,1
395.27,Credit,Miami,Online,18.0,Student,167.0,1.0,1764.08,-455.0,5
289.05,Debit,New York,ATM,75.0,Retired,116.0,1.0,5683.49,-514.0,3
46.11,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,-588.0,0
335.5,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,-448.0,7
388.07,Debit,Seattle,Online,24.0,Student,68.0,1.0,289.71,-426.0,5
520.86,Credit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,-595.0,2
787.41,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.87,-504.0,5
31.7,Credit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.9,-522.0,3
22.3,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.35,-553.0,5
203.12,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.39,-656.0,3
315.94,Credit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.71,-616.0,1
192.23,Debit,Albuquerque,Online,54.0,Engineer,39.0,3.0,2610.67,-312.0,4
1510.71,Debit,Oklahoma City,Online,66.0,Retired,51.0,1.0,2060.02,-508.0,6
0.26,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,-347.0,5
210.77,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,-523.0,3
406.65,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,-362.0,1
422.9,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,-616.0,2
20.62,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,-502.0,1
174.39,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,-665.0,5
7.86,Credit,Sacramento,Branch,76.0,Retired,91.0,1.0,3621.98,-385.0,7
,Debit,Denver,Online,49.0,Engineer,44.0,1.0,5212.28,-671.0,2
54.85,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,-426.0,7
204.7,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,5.0,5117.03,-410.0,4
16.55,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,-420.0,0
91.32,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,-360.0,7
195.49,Debit,Memphis,ATM,31.0,Doctor,,1.0,11988.12,-511.0,1
49.62,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.42,-333.0,7
487.16,Credit,Los Angeles,Branch,28.0,Student,84.0,1.0,321.21,-672.0,5
405.6,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,-454.0,2
512.95,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,-385.0,7
345.94,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,-392.0,1
356.56,Debit,New York,Online,47.0,Engineer,52.0,1.0,2485.73,-392.0,7
10.31,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,-661.0,0
211.69,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,-381.0,7
221.49,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,-418.0,5
278.23,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,-550.0,2
116.88,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.34,-397.0,0
328.77,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,-581.0,0
77.53,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,-468.0,7
421.74,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,-503.0,1
313.69,Debit,Oklahoma City,Branch,73.0,Retired,152.0,1.0,7093.68,-605.0,3
411.72,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,-503.0,1
508.73,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,-479.0,3
153.08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,-343.0,0
23.01,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,-514.0,3
69.28,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.74,-371.0,5
51.25,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,-433.0,5
407.65,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.78,-455.0,0
459.25,Debit,Tucson,Branch,25.0,Student,59.0,1.0,130.76,-531.0,5
301.56,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,-634.0,1
17.67,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.18,-496.0,3
5.29,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,-602.0,1
401.37,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,-413.0,0
145.4,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,-487.0,2
556.34,Debit,Seattle,Online,37.0,Doctor,46.0,1.0,11935.14,-382.0,1
34.31,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.76,-556.0,0
780.59,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,-495.0,6
282.65,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,-607.0,1
305.27,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,-404.0,1
185.81,Debit,Austin,Online,32.0,Doctor,116.0,1.0,9588.71,-411.0,1
66.01,Debit,Milwaukee,Online,49.0,,179.0,1.0,3475.99,-395.0,0
447.95,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.4,-663.0,2
279.3,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.61,-501.0,5
,Debit,Indianapolis,Online,33.0,Doctor,27.0,1.0,12063.77,-546.0,1
611.15,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.83,-451.0,5
275.2,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,-438.0,7
427.79,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,-622.0,5
469.13,Credit,San Antonio,ATM,54.0,Doctor,139.0,1.0,1265.28,,3
102.81,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,-336.0,7
22.61,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.67,-319.0,5
68.28,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,-515.0,0
33.65,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,-413.0,1
362.68,Credit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,-658.0,3
73.23,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,-500.0,5
654.49,Credit,Austin,Online,25.0,Student,104.0,1.0,164.61,-350.0,5
18.56,Credit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,-560.0,2
389.05,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,-668.0,5
7.38,Debit,Houston,Online,67.0,Retired,,1.0,2923.83,-600.0,3
109.48,Debit,Baltimore,Online,,Retired,93.0,1.0,7372.47,-497.0,2
66.91,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1,-644.0,2
335.48,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,-613.0,2
38.14,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,-312.0,5
1076.98,Debit,Detroit,Branch,60.0,Doctor,173.0,1.0,11833.73,-320.0,6
360.02,Debit,Dallas,Online,68.0,Retired,68.0,1.0,6400.59,-634.0,3
567.71,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,-637.0,1
218.19,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.83,-531.0,5
209.99,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.01,-424.0,5
11.02,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,-357.0,0
83.43,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.16,-524.0,3
344.97,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,-595.0,2
172.29,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,-644.0,0
195.54,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,-476.0,0
101.23,Debit,Colorado Springs,Online,45.0,Engineer,87.0,1.0,6169.71,-458.0,7
180.46,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.75,-602.0,5
692.55,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,-608.0,3
147.31,Credit,Mesa,Online,34.0,Doctor,92.0,1.0,13625.52,-511.0,1
107.48,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.39,-636.0,5
1831.02,Credit,Columbus,Online,62.0,Doctor,83.0,1.0,11498.01,-416.0,6
81.51,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.49,-452.0,5
365.48,Credit,Seattle,Online,76.0,Retired,216.0,1.0,7147.4,-532.0,3
491.1,Credit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,-518.0,2
452.8,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,-346.0,7
645.04,Debit,Memphis,Branch,70.0,Retired,78.0,1.0,7361.47,-318.0,7
169.28,Debit,Philadelphia,Branch,45.0,Doctor,114.0,1.0,5128.44,-588.0,2
88.42,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,-383.0,1
155.53,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,-591.0,2
991.82,Debit,Milwaukee,Online,43.0,Engineer,300.0,1.0,3493.13,-336.0,6
39.24,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,-356.0,7
152.01,Debit,Fort Worth,ATM,42.0,Engineer,111.0,3.0,4625.12,-620.0,4
78.77,Credit,Las Vegas,ATM,48.0,Engineer,50.0,1.0,6470.57,-546.0,2
26.5,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,-635.0,2
83.62,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,-501.0,1
142.78,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,-545.0,1
55.99,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.61,-357.0,7
774.48,Debit,Louisville,Branch,61.0,Doctor,31.0,1.0,11613.58,-609.0,1
105.37,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.55,-543.0,5
118.83,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3,-497.0,0
46.22,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.28,-357.0,0
659.71,Credit,San Jose,Branch,21.0,Student,148.0,1.0,106.86,-549.0,5
377.97,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,-353.0,7
114.1,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,-532.0,3
11.3,Credit,Louisville,Online,55.0,Retired,41.0,1.0,1938.99,-339.0,7
95.5,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,-532.0,3
130.93,Credit,Houston,Branch,28.0,Engineer,149.0,1.0,860.12,-635.0,2
272.97,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.31,-567.0,3
73.35,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.84,-602.0,5
29.94,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,-388.0,1
307.24,Debit,San Jose,ATM,19.0,Student,136.0,2.0,1670.72,-368.0,5
50.52,Debit,Boston,Online,20.0,Student,140.0,1.0,1121.19,,5
820.46,Credit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,-581.0,6
153.07,Debit,Detroit,ATM,56.0,Engineer,116.0,1.0,8873.43,-581.0,2
52.94,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,-511.0,2
384.41,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,-567.0,2
235.42,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,-483.0,3
114.23,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,-516.0,1
12.62,Debit,El Paso,Branch,33.0,Doctor,61.0,1.0,6420.47,-549.0,2
997.37,Debit,Fort Worth,ATM,23.0,Student,145.0,1.0,1146.09,-318.0,6
373.52,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,-406.0,0
336.05,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.05,-560.0,5
366.93,Debit,Houston,Online,66.0,Retired,33.0,1.0,6697.79,-329.0,7
112.27,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,-382.0,7
494.96,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,-584.0,2
561.58,Debit,Sacramento,Online,65.0,Doctor,23.0,1.0,11748.86,-500.0,1
440.94,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,-418.0,1
71.9,Debit,Los Angeles,Branch,29.0,Doctor,51.0,1.0,10619.35,-623.0,2
256.66,Credit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,-476.0,3
166.55,Credit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,-480.0,1
276.26,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.89,-630.0,3
35.46,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,-475.0,3
38.14,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,-577.0,2
506.26,Credit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,-322.0,7
736.32,Debit,Indianapolis,Online,31.0,Doctor,28.0,1.0,14268.95,-572.0,1
389.43,Credit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,-343.0,7
25.58,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,-354.0,7
446.1,Debit,Seattle,ATM,25.0,Student,243.0,1.0,1008.44,-412.0,0
147.74,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.78,-426.0,5
1228.81,Debit,San Francisco,ATM,26.0,Student,254.0,1.0,1821.0,-623.0,6
46.23,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,-525.0,0
265.37,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,-528.0,2
342.57,Debit,Boston,Online,20.0,Student,91.0,1.0,339.16,-640.0,5
417.26,Credit,New York,Online,32.0,Doctor,45.0,1.0,10442.48,-616.0,2
33.63,Debit,Columbus,Online,63.0,Retired,76.0,1.0,4324.4,-367.0,7
64.58,Debit,El Paso,Branch,55.0,Retired,173.0,1.0,6292.29,-336.0,7
23.23,Credit,Miami,Branch,21.0,Student,122.0,1.0,269.01,-564.0,5
,Credit,Jacksonville,ATM,78.0,Retired,112.0,1.0,,-455.0,3
278.88,Debit,Kansas City,Branch,64.0,Doctor,179.0,2.0,1334.09,-402.0,7
285.49,Credit,Charlotte,Branch,53.0,Doctor,109.0,1.0,6366.84,-451.0,7
71.87,Debit,Nashville,ATM,22.0,Student,258.0,1.0,1839.1,-658.0,0
308.8,Debit,Baltimore,ATM,53.0,Retired,41.0,1.0,3966.54,-314.0,7
135.35,Debit,Houston,Branch,,Engineer,82.0,1.0,9983.36,-465.0,2
288.43,Debit,Phoenix,Branch,66.0,Retired,72.0,1.0,4577.09,-546.0,3
147.46,Credit,Albuquerque,Online,65.0,Doctor,205.0,1.0,7458.03,-389.0,1
214.15,Debit,,Branch,32.0,Engineer,217.0,1.0,6397.29,-371.0,0
71.34,Debit,Miami,Online,49.0,Engineer,144.0,3.0,6345.03,-434.0,4
170.36,Debit,Indianapolis,ATM,30.0,Doctor,118.0,1.0,6034.73,-588.0,2
965.66,Debit,Raleigh,ATM,53.0,Engineer,32.0,1.0,765.81,-322.0,6
736.53,Debit,Philadelphia,ATM,55.0,Engineer,120.0,1.0,9826.26,-544.0,6
213.42,Debit,Columbus,ATM,45.0,Engineer,17.0,1.0,3736.38,-466.0,7
94.09,Debit,Miami,Branch,27.0,Student,203.0,1.0,646.85,-419.0,0
91.23,,Boston,ATM,72.0,Retired,86.0,1.0,6385.12,-539.0,3
263.92,Credit,San Diego,Branch,57.0,Retired,233.0,1.0,4161.71,-467.0,0
77.5,Credit,Fort Worth,Online,51.0,Doctor,201.0,1.0,11079.77,-531.0,1
3.65,Debit,Miami,Online,69.0,Doctor,146.0,1.0,10017.11,-630.0,1
43.88,Credit,Seattle,Online,26.0,Student,251.0,1.0,1644.09,-357.0,0
,Debit,El Paso,ATM,28.0,Student,132.0,1.0,387.65,-556.0,5
224.79,Debit,Boston,Online,18.0,Student,129.0,1.0,528.38,-440.0,5
64.3,Debit,Louisville,ATM,55.0,Retired,67.0,1.0,7530.3,-427.0,7
111.79,Debit,Jacksonville,Online,62.0,Doctor,49.0,1.0,10887.59,-314.0,7
927.16,Debit,San Francisco,ATM,59.0,Retired,153.0,1.0,7104.61,-595.0,6
613.7,Credit,Fort Worth,Branch,61.0,Retired,37.0,1.0,7307.11,-621.0,3
26.07,Debit,Baltimore,Branch,20.0,Student,19.0,3.0,349.98,-599.0,4
170.45,Debit,San Francisco,Branch,60.0,Engineer,199.0,1.0,2284.41,-669.0,3
344.27,Debit,San Antonio,Branch,22.0,Student,123.0,1.0,1918.36,-412.0,5
872.72,Debit,Washington,Online,22.0,Student,288.0,1.0,503.01,-560.0,0
292.95,Debit,Memphis,Branch,37.0,Engineer,56.0,1.0,1216.91,-627.0,2
28.44,Debit,Fresno,ATM,18.0,Student,243.0,1.0,1071.04,-431.0,0
209.02,Debit,El Paso,ATM,21.0,Student,74.0,1.0,187.9,-612.0,5
20.05,Debit,Chicago,ATM,72.0,Retired,171.0,1.0,7145.67,-341.0,7
175.02,Debit,Phoenix,Online,28.0,Student,71.0,1.0,1493.88,-574.0,5
89.5,Credit,Louisville,Branch,41.0,Engineer,134.0,1.0,8658.95,-441.0,7
69.96,Debit,Baltimore,Branch,28.0,Student,31.0,1.0,164.12,-385.0,5
